"Date","SKU","Product","Country","Region","Actuals"
2018-10-01,100045,"Product G","ES","EU",0
2017-11-01,100045,"Product G","ES","EU",0
2017-08-01,100045,"Product G","ES","EU",0
2017-02-01,100045,"Product G","ES","EU",4
2016-09-01,100045,"Product G","ES","EU",0
2016-05-01,100045,"Product G","ES","EU",0
2016-04-01,100045,"Product G","ES","EU",0
2018-08-01,100045,"Product G","ES","EU",17
2018-06-01,100045,"Product G","ES","EU",0
2018-05-01,100045,"Product G","ES","EU",0
2018-04-01,100045,"Product G","ES","EU",0
2017-03-01,100045,"Product G","ES","EU",0
2016-11-01,100045,"Product G","ES","EU",17
2018-07-01,100045,"Product G","ES","EU",17
2017-09-01,100045,"Product G","ES","EU",0
2017-06-01,100045,"Product G","ES","EU",8
2017-04-01,100045,"Product G","ES","EU",0
2018-02-01,100045,"Product G","ES","EU",0
2017-01-01,100045,"Product G","ES","EU",0
2016-12-01,100045,"Product G","ES","EU",17
2016-10-01,100045,"Product G","ES","EU",0
2018-03-01,100045,"Product G","ES","EU",0
2017-10-01,100045,"Product G","ES","EU",0
2015-11-01,100009,"Product G","FR","EU",323
2016-03-01,100009,"Product G","FR","EU",430
2016-10-01,100009,"Product G","FR","EU",425
2017-01-01,100009,"Product G","FR","EU",434
2017-05-01,100009,"Product G","FR","EU",402
2018-05-01,100009,"Product G","FR","EU",398
2016-04-01,100009,"Product G","FR","EU",342
2017-07-01,100009,"Product G","FR","EU",639
2017-12-01,100009,"Product G","FR","EU",318
2018-07-01,100009,"Product G","FR","EU",387
2016-05-01,100009,"Product G","FR","EU",361
2016-11-01,100009,"Product G","FR","EU",370
2017-02-01,100009,"Product G","FR","EU",370
2018-09-01,100009,"Product G","FR","EU",258
2016-01-01,100009,"Product G","FR","EU",338
2016-08-01,100009,"Product G","FR","EU",291
2016-12-01,100009,"Product G","FR","EU",306
2017-08-01,100009,"Product G","FR","EU",297
2018-10-01,100009,"Product G","FR","EU",370
2016-09-01,100009,"Product G","FR","EU",265
2016-06-01,100009,"Product G","FR","EU",306
2017-06-01,100009,"Product G","FR","EU",479
2017-11-01,100009,"Product G","FR","EU",342
2016-02-01,100009,"Product G","FR","EU",301
2017-09-01,100009,"Product G","FR","EU",333
2017-04-01,100009,"Product G","FR","EU",571
2018-02-01,100009,"Product G","FR","EU",535
2018-01-01,100009,"Product G","FR","EU",479
2018-06-01,100009,"Product G","FR","EU",222
2017-03-01,100009,"Product G","FR","EU",410
2018-04-01,100009,"Product G","FR","EU",329
2018-03-01,100009,"Product G","FR","EU",425
2017-10-01,100009,"Product G","FR","EU",663
2018-08-01,100009,"Product G","FR","EU",265
2015-12-01,100009,"Product G","FR","EU",258
2016-07-01,100009,"Product G","FR","EU",374
2017-02-01,100015,"Product J","FR","EU",0
2017-08-01,100015,"Product J","FR","EU",10321
2018-10-01,100015,"Product J","FR","EU",6589
2018-08-01,100015,"Product J","FR","EU",6006
2018-07-01,100015,"Product J","FR","EU",7926
2017-07-01,100015,"Product J","FR","EU",12555
2018-09-01,100015,"Product J","FR","EU",5857
2017-03-01,100015,"Product J","FR","EU",0
2017-06-01,100015,"Product J","FR","EU",11027
2018-06-01,100015,"Product J","FR","EU",6931
2017-09-01,100015,"Product J","FR","EU",10083
2017-11-01,100015,"Product J","FR","EU",13229
2018-05-01,100015,"Product J","FR","EU",5452
2016-07-01,100015,"Product J","FR","EU",0
2018-02-01,100015,"Product J","FR","EU",9514
2017-12-01,100015,"Product J","FR","EU",10614
2017-10-01,100015,"Product J","FR","EU",12694
2018-03-01,100015,"Product J","FR","EU",9285
2018-04-01,100015,"Product J","FR","EU",11003
2018-01-01,100015,"Product J","FR","EU",11530
2017-05-01,100015,"Product J","FR","EU",7151
2017-04-01,100015,"Product J","FR","EU",4423
2015-11-01,100016,"Product H","FR","EU",21
2016-02-01,100016,"Product H","FR","EU",136
2017-03-01,100016,"Product H","FR","EU",181
2016-10-01,100016,"Product H","FR","EU",186
2016-08-01,100016,"Product H","FR","EU",113
2017-12-01,100016,"Product H","FR","EU",89
2018-08-01,100016,"Product H","FR","EU",36
2018-06-01,100016,"Product H","FR","EU",72
2018-05-01,100016,"Product H","FR","EU",62
2016-03-01,100016,"Product H","FR","EU",201
2017-08-01,100016,"Product H","FR","EU",383
2017-01-01,100016,"Product H","FR","EU",89
2018-09-01,100016,"Product H","FR","EU",8
2016-01-01,100016,"Product H","FR","EU",72
2016-05-01,100016,"Product H","FR","EU",406
2017-11-01,100016,"Product H","FR","EU",40
2017-09-01,100016,"Product H","FR","EU",40
2016-12-01,100016,"Product H","FR","EU",246
2016-07-01,100016,"Product H","FR","EU",85
2017-10-01,100016,"Product H","FR","EU",68
2018-04-01,100016,"Product H","FR","EU",25
2015-12-01,100016,"Product H","FR","EU",29
2017-07-01,100016,"Product H","FR","EU",0
2017-05-01,100016,"Product H","FR","EU",21
2017-04-01,100016,"Product H","FR","EU",181
2017-02-01,100016,"Product H","FR","EU",539
2016-11-01,100016,"Product H","FR","EU",49
2016-09-01,100016,"Product H","FR","EU",680
2016-06-01,100016,"Product H","FR","EU",419
2018-03-01,100016,"Product H","FR","EU",209
2018-07-01,100016,"Product H","FR","EU",237
2016-04-01,100016,"Product H","FR","EU",342
2018-02-01,100016,"Product H","FR","EU",85
2017-06-01,100016,"Product H","FR","EU",36
2018-01-01,100016,"Product H","FR","EU",44
2018-10-01,100016,"Product H","FR","EU",8
2018-05-01,100017,"Product F","FR","EU",109
2017-10-01,100017,"Product F","FR","EU",269
2018-06-01,100017,"Product F","FR","EU",430
2016-08-01,100017,"Product F","FR","EU",233
2016-07-01,100017,"Product F","FR","EU",314
2016-10-01,100017,"Product F","FR","EU",712
2018-03-01,100017,"Product F","FR","EU",686
2016-01-01,100017,"Product F","FR","EU",282
2015-12-01,100017,"Product F","FR","EU",333
2016-09-01,100017,"Product F","FR","EU",169
2016-05-01,100017,"Product F","FR","EU",291
2017-04-01,100017,"Product F","FR","EU",196
2018-08-01,100017,"Product F","FR","EU",246
2017-08-01,100017,"Product F","FR","EU",434
2016-02-01,100017,"Product F","FR","EU",190
2018-01-01,100017,"Product F","FR","EU",154
2017-03-01,100017,"Product F","FR","EU",306
2018-10-01,100017,"Product F","FR","EU",109
2018-04-01,100017,"Product F","FR","EU",616
2015-11-01,100017,"Product F","FR","EU",338
2016-04-01,100017,"Product F","FR","EU",254
2017-01-01,100017,"Product F","FR","EU",318
2016-12-01,100017,"Product F","FR","EU",258
2018-02-01,100017,"Product F","FR","EU",53
2016-06-01,100017,"Product F","FR","EU",387
2017-09-01,100017,"Product F","FR","EU",57
2017-02-01,100017,"Product F","FR","EU",190
2016-11-01,100017,"Product F","FR","EU",149
2018-09-01,100017,"Product F","FR","EU",205
2016-03-01,100017,"Product F","FR","EU",1153
2017-07-01,100017,"Product F","FR","EU",273
2017-06-01,100017,"Product F","FR","EU",121
2017-05-01,100017,"Product F","FR","EU",154
2017-12-01,100017,"Product F","FR","EU",374
2017-11-01,100017,"Product F","FR","EU",158
2018-07-01,100017,"Product F","FR","EU",196
2017-06-01,100046,"Product U","GB","EU",17
2018-01-01,100046,"Product U","GB","EU",8
2016-04-01,100046,"Product U","GB","EU",4
2016-06-01,100046,"Product U","GB","EU",40
2018-05-01,100046,"Product U","GB","EU",8
2017-04-01,100046,"Product U","GB","EU",0
2017-01-01,100046,"Product U","GB","EU",0
2016-05-01,100046,"Product U","GB","EU",44
2015-12-01,100046,"Product U","GB","EU",72
2016-11-01,100046,"Product U","GB","EU",0
2016-07-01,100046,"Product U","GB","EU",12
2018-10-01,100046,"Product U","GB","EU",0
2016-02-01,100046,"Product U","GB","EU",94
2018-04-01,100046,"Product U","GB","EU",4
2017-11-01,100046,"Product U","GB","EU",4
2017-03-01,100046,"Product U","GB","EU",0
2016-10-01,100046,"Product U","GB","EU",57
2016-09-01,100046,"Product U","GB","EU",0
2016-03-01,100046,"Product U","GB","EU",29
2018-09-01,100046,"Product U","GB","EU",0
2018-08-01,100046,"Product U","GB","EU",0
2017-12-01,100046,"Product U","GB","EU",17
2017-08-01,100046,"Product U","GB","EU",29
2018-07-01,100046,"Product U","GB","EU",89
2017-07-01,100046,"Product U","GB","EU",29
2017-05-01,100046,"Product U","GB","EU",0
2016-12-01,100046,"Product U","GB","EU",0
2016-08-01,100046,"Product U","GB","EU",4
2016-01-01,100046,"Product U","GB","EU",173
2015-11-01,100046,"Product U","GB","EU",81
2018-06-01,100046,"Product U","GB","EU",17
2018-03-01,100046,"Product U","GB","EU",8
2018-02-01,100046,"Product U","GB","EU",4
2017-10-01,100046,"Product U","GB","EU",17
2017-09-01,100046,"Product U","GB","EU",0
2017-02-01,100046,"Product U","GB","EU",25
2017-02-01,100047,"Product V","GB","EU",53
2015-11-01,100047,"Product V","GB","EU",12
2017-09-01,100047,"Product V","GB","EU",29
2018-07-01,100047,"Product V","GB","EU",12
2015-12-01,100047,"Product V","GB","EU",57
2016-05-01,100047,"Product V","GB","EU",81
2016-04-01,100047,"Product V","GB","EU",0
2017-06-01,100047,"Product V","GB","EU",44
2017-03-01,100047,"Product V","GB","EU",49
2018-04-01,100047,"Product V","GB","EU",25
2018-02-01,100047,"Product V","GB","EU",21
2017-10-01,100047,"Product V","GB","EU",29
2018-10-01,100047,"Product V","GB","EU",8
2017-01-01,100047,"Product V","GB","EU",4
2016-11-01,100047,"Product V","GB","EU",17
2018-03-01,100047,"Product V","GB","EU",8
2017-11-01,100047,"Product V","GB","EU",25
2016-07-01,100047,"Product V","GB","EU",29
2016-08-01,100047,"Product V","GB","EU",12
2017-08-01,100047,"Product V","GB","EU",21
2016-12-01,100047,"Product V","GB","EU",12
2016-10-01,100047,"Product V","GB","EU",72
2017-04-01,100047,"Product V","GB","EU",8
2016-01-01,100047,"Product V","GB","EU",17
2016-02-01,100047,"Product V","GB","EU",62
2016-09-01,100047,"Product V","GB","EU",8
2017-07-01,100047,"Product V","GB","EU",49
2017-05-01,100047,"Product V","GB","EU",44
2018-01-01,100047,"Product V","GB","EU",17
2016-06-01,100047,"Product V","GB","EU",8
2016-03-01,100047,"Product V","GB","EU",17
2018-09-01,100047,"Product V","GB","EU",12
2018-06-01,100047,"Product V","GB","EU",25
2018-05-01,100047,"Product V","GB","EU",17
2017-12-01,100047,"Product V","GB","EU",4
2018-08-01,100047,"Product V","GB","EU",17
2016-12-01,100048,"Product I","GB","EU",12651
2016-10-01,100048,"Product I","GB","EU",11823
2016-05-01,100048,"Product I","GB","EU",10798
2017-05-01,100048,"Product I","GB","EU",12165
2017-02-01,100048,"Product I","GB","EU",11374
2018-04-01,100048,"Product I","GB","EU",11598
2016-08-01,100048,"Product I","GB","EU",11053
2016-11-01,100048,"Product I","GB","EU",12634
2017-11-01,100048,"Product I","GB","EU",11232
2018-03-01,100048,"Product I","GB","EU",10710
2016-02-01,100048,"Product I","GB","EU",10408
2017-09-01,100048,"Product I","GB","EU",11585
2018-01-01,100048,"Product I","GB","EU",10321
2018-06-01,100048,"Product I","GB","EU",10958
2015-12-01,100048,"Product I","GB","EU",15097
2016-07-01,100048,"Product I","GB","EU",10047
2017-08-01,100048,"Product I","GB","EU",12317
2017-07-01,100048,"Product I","GB","EU",12048
2018-05-01,100048,"Product I","GB","EU",12028
2018-10-01,100048,"Product I","GB","EU",12349
2016-06-01,100048,"Product I","GB","EU",9978
2016-03-01,100048,"Product I","GB","EU",12593
2015-11-01,100048,"Product I","GB","EU",11361
2017-06-01,100048,"Product I","GB","EU",11352
2017-04-01,100048,"Product I","GB","EU",10738
2018-07-01,100048,"Product I","GB","EU",12955
2016-01-01,100048,"Product I","GB","EU",8136
2016-09-01,100048,"Product I","GB","EU",11603
2017-01-01,100048,"Product I","GB","EU",10770
2018-09-01,100048,"Product I","GB","EU",12711
2018-02-01,100048,"Product I","GB","EU",10967
2017-12-01,100048,"Product I","GB","EU",13972
2017-10-01,100048,"Product I","GB","EU",10316
2018-08-01,100048,"Product I","GB","EU",14181
2016-04-01,100048,"Product I","GB","EU",9754
2017-03-01,100048,"Product I","GB","EU",11136
2016-02-01,100049,"Product W","GB","EU",36
2016-10-01,100049,"Product W","GB","EU",132
2016-09-01,100049,"Product W","GB","EU",49
2017-12-01,100049,"Product W","GB","EU",29
2017-09-01,100049,"Product W","GB","EU",0
2018-06-01,100049,"Product W","GB","EU",0
2017-11-01,100049,"Product W","GB","EU",21
2017-06-01,100049,"Product W","GB","EU",85
2017-02-01,100049,"Product W","GB","EU",100
2016-01-01,100049,"Product W","GB","EU",77
2016-04-01,100049,"Product W","GB","EU",25
2016-11-01,100049,"Product W","GB","EU",36
2018-09-01,100049,"Product W","GB","EU",0
2018-03-01,100049,"Product W","GB","EU",21
2018-08-01,100049,"Product W","GB","EU",12
2018-07-01,100049,"Product W","GB","EU",81
2015-12-01,100049,"Product W","GB","EU",17
2017-05-01,100049,"Product W","GB","EU",36
2017-03-01,100049,"Product W","GB","EU",0
2018-05-01,100049,"Product W","GB","EU",21
2017-10-01,100049,"Product W","GB","EU",25
2016-03-01,100049,"Product W","GB","EU",0
2016-06-01,100049,"Product W","GB","EU",8
2017-04-01,100049,"Product W","GB","EU",12
2018-10-01,100049,"Product W","GB","EU",29
2018-04-01,100049,"Product W","GB","EU",100
2017-01-01,100049,"Product W","GB","EU",25
2016-08-01,100049,"Product W","GB","EU",4
2015-11-01,100049,"Product W","GB","EU",25
2016-07-01,100049,"Product W","GB","EU",21
2017-08-01,100049,"Product W","GB","EU",17
2017-07-01,100049,"Product W","GB","EU",12
2016-12-01,100049,"Product W","GB","EU",12
2018-02-01,100049,"Product W","GB","EU",29
2016-05-01,100049,"Product W","GB","EU",29
2018-01-01,100049,"Product W","GB","EU",25
2018-05-01,100049,"Product O","GB","EU",40587
2018-01-01,100049,"Product O","GB","EU",38179
2018-06-01,100049,"Product O","GB","EU",35138
2016-07-01,100049,"Product O","GB","EU",35299
2016-06-01,100049,"Product O","GB","EU",42780
2017-05-01,100049,"Product O","GB","EU",41349
2018-10-01,100049,"Product O","GB","EU",35239
2016-03-01,100049,"Product O","GB","EU",36039
2016-11-01,100049,"Product O","GB","EU",38975
2017-02-01,100049,"Product O","GB","EU",34272
2017-08-01,100049,"Product O","GB","EU",37995
2018-09-01,100049,"Product O","GB","EU",29542
2018-03-01,100049,"Product O","GB","EU",28025
2015-11-01,100049,"Product O","GB","EU",36050
2016-02-01,100049,"Product O","GB","EU",39855
2015-12-01,100049,"Product O","GB","EU",39549
2016-12-01,100049,"Product O","GB","EU",42566
2016-08-01,100049,"Product O","GB","EU",39420
2018-02-01,100049,"Product O","GB","EU",33874
2017-10-01,100049,"Product O","GB","EU",37066
2017-06-01,100049,"Product O","GB","EU",37139
2017-12-01,100049,"Product O","GB","EU",35106
2016-01-01,100049,"Product O","GB","EU",32801
2016-10-01,100049,"Product O","GB","EU",43844
2017-11-01,100049,"Product O","GB","EU",38100
2018-08-01,100049,"Product O","GB","EU",33227
2016-05-01,100049,"Product O","GB","EU",37955
2017-01-01,100049,"Product O","GB","EU",36540
2017-09-01,100049,"Product O","GB","EU",32981
2017-07-01,100049,"Product O","GB","EU",37272
2017-03-01,100049,"Product O","GB","EU",38894
2017-04-01,100049,"Product O","GB","EU",34830
2018-07-01,100049,"Product O","GB","EU",41124
2016-04-01,100049,"Product O","GB","EU",41036
2016-09-01,100049,"Product O","GB","EU",40674
2018-04-01,100049,"Product O","GB","EU",34404
2018-10-01,100050,"Product X","GB","EU",0
2018-02-01,100050,"Product X","GB","EU",21
2018-08-01,100050,"Product X","GB","EU",0
2018-09-01,100050,"Product X","GB","EU",0
2018-04-01,100050,"Product X","GB","EU",40
2018-01-01,100050,"Product X","GB","EU",49
2018-05-01,100050,"Product X","GB","EU",0
2018-07-01,100050,"Product X","GB","EU",0
2018-03-01,100050,"Product X","GB","EU",44
2018-06-01,100050,"Product X","GB","EU",0
2018-08-01,100051,"Product X","GE","EU",0
2018-06-01,100051,"Product X","GE","EU",0
2018-10-01,100051,"Product X","GE","EU",0
2018-09-01,100051,"Product X","GE","EU",0
2018-05-01,100051,"Product X","GE","EU",0
2018-04-01,100051,"Product X","GE","EU",0
2018-03-01,100051,"Product X","GE","EU",17
2018-07-01,100051,"Product X","GE","EU",0
2018-02-01,100051,"Product X","GE","EU",0
2016-01-01,100001,"Product A","GR","EU",14768
2015-11-01,100001,"Product A","GR","EU",16540
2015-12-01,100001,"Product A","GR","EU",17214
2017-09-01,100001,"Product A","GR","EU",24445
2017-07-01,100001,"Product A","GR","EU",24096
2017-02-01,100001,"Product A","GR","EU",13197
2016-09-01,100001,"Product A","GR","EU",14539
2017-10-01,100001,"Product A","GR","EU",19138
2018-10-01,100001,"Product A","GR","EU",1973
2018-07-01,100001,"Product A","GR","EU",8369
2016-02-01,100001,"Product A","GR","EU",16133
2017-05-01,100001,"Product A","GR","EU",17772
2018-03-01,100001,"Product A","GR","EU",5403
2018-09-01,100001,"Product A","GR","EU",2073
2018-04-01,100001,"Product A","GR","EU",4930
2016-05-01,100001,"Product A","GR","EU",12165
2016-04-01,100001,"Product A","GR","EU",18793
2017-03-01,100001,"Product A","GR","EU",19334
2017-01-01,100001,"Product A","GR","EU",18010
2016-12-01,100001,"Product A","GR","EU",15309
2016-06-01,100001,"Product A","GR","EU",17603
2018-02-01,100001,"Product A","GR","EU",4170
2018-08-01,100001,"Product A","GR","EU",2431
2018-05-01,100001,"Product A","GR","EU",5914
2017-08-01,100001,"Product A","GR","EU",10729
2016-11-01,100001,"Product A","GR","EU",20850
2016-08-01,100001,"Product A","GR","EU",11397
2018-01-01,100001,"Product A","GR","EU",3291
2017-11-01,100001,"Product A","GR","EU",5142
2016-03-01,100001,"Product A","GR","EU",16623
2017-12-01,100001,"Product A","GR","EU",2640
2016-07-01,100001,"Product A","GR","EU",19274
2018-06-01,100001,"Product A","GR","EU",5994
2017-06-01,100001,"Product A","GR","EU",17877
2017-04-01,100001,"Product A","GR","EU",18190
2016-10-01,100001,"Product A","GR","EU",16197
2016-10-01,100052,"Product Y","GR","EU",81
2017-05-01,100052,"Product Y","GR","EU",173
2016-07-01,100052,"Product Y","GR","EU",169
2016-12-01,100052,"Product Y","GR","EU",141
2016-11-01,100052,"Product Y","GR","EU",121
2017-08-01,100052,"Product Y","GR","EU",77
2018-05-01,100052,"Product Y","GR","EU",141
2016-01-01,100052,"Product Y","GR","EU",81
2017-03-01,100052,"Product Y","GR","EU",190
2018-06-01,100052,"Product Y","GR","EU",169
2017-12-01,100052,"Product Y","GR","EU",154
2017-04-01,100052,"Product Y","GR","EU",132
2018-10-01,100052,"Product Y","GR","EU",218
2018-08-01,100052,"Product Y","GR","EU",145
2016-02-01,100052,"Product Y","GR","EU",136
2016-09-01,100052,"Product Y","GR","EU",164
2018-07-01,100052,"Product Y","GR","EU",173
2017-11-01,100052,"Product Y","GR","EU",104
2017-10-01,100052,"Product Y","GR","EU",145
2016-03-01,100052,"Product Y","GR","EU",145
2015-11-01,100052,"Product Y","GR","EU",126
2016-04-01,100052,"Product Y","GR","EU",100
2016-06-01,100052,"Product Y","GR","EU",126
2017-01-01,100052,"Product Y","GR","EU",158
2017-02-01,100052,"Product Y","GR","EU",89
2018-01-01,100052,"Product Y","GR","EU",121
2015-12-01,100052,"Product Y","GR","EU",173
2016-05-01,100052,"Product Y","GR","EU",126
2018-02-01,100052,"Product Y","GR","EU",158
2016-08-01,100052,"Product Y","GR","EU",68
2017-07-01,100052,"Product Y","GR","EU",196
2018-09-01,100052,"Product Y","GR","EU",126
2018-03-01,100052,"Product Y","GR","EU",113
2017-09-01,100052,"Product Y","GR","EU",222
2017-06-01,100052,"Product Y","GR","EU",149
2018-04-01,100052,"Product Y","GR","EU",158
2016-09-01,100053,"Product D","GR","EU",4688
2016-07-01,100053,"Product D","GR","EU",7573
2017-06-01,100053,"Product D","GR","EU",7646
2018-02-01,100053,"Product D","GR","EU",3892
2017-12-01,100053,"Product D","GR","EU",3483
2017-02-01,100053,"Product D","GR","EU",4239
2017-01-01,100053,"Product D","GR","EU",6300
2016-11-01,100053,"Product D","GR","EU",5082
2018-09-01,100053,"Product D","GR","EU",1985
2017-05-01,100053,"Product D","GR","EU",4737
2017-03-01,100053,"Product D","GR","EU",5897
2016-12-01,100053,"Product D","GR","EU",4870
2016-04-01,100053,"Product D","GR","EU",7002
2016-01-01,100053,"Product D","GR","EU",7151
2018-10-01,100053,"Product D","GR","EU",3612
2018-07-01,100053,"Product D","GR","EU",4515
2018-01-01,100053,"Product D","GR","EU",5499
2017-04-01,100053,"Product D","GR","EU",5238
2016-06-01,100053,"Product D","GR","EU",5564
2015-12-01,100053,"Product D","GR","EU",7192
2015-11-01,100053,"Product D","GR","EU",4436
2018-08-01,100053,"Product D","GR","EU",1656
2018-06-01,100053,"Product D","GR","EU",4889
2018-05-01,100053,"Product D","GR","EU",3708
2018-04-01,100053,"Product D","GR","EU",3764
2017-08-01,100053,"Product D","GR","EU",1378
2017-07-01,100053,"Product D","GR","EU",5957
2016-03-01,100053,"Product D","GR","EU",6749
2016-02-01,100053,"Product D","GR","EU",4648
2017-11-01,100053,"Product D","GR","EU",3828
2017-09-01,100053,"Product D","GR","EU",3250
2016-08-01,100053,"Product D","GR","EU",2182
2016-05-01,100053,"Product D","GR","EU",5471
2018-03-01,100053,"Product D","GR","EU",3832
2017-10-01,100053,"Product D","GR","EU",5150
2016-10-01,100053,"Product D","GR","EU",5596
2017-03-01,100054,"Product I","HK","AS",2289
2016-02-01,100054,"Product I","HK","AS",3214
2016-01-01,100054,"Product I","HK","AS",5037
2017-07-01,100054,"Product I","HK","AS",915
2017-05-01,100054,"Product I","HK","AS",2518
2016-12-01,100054,"Product I","HK","AS",2294
2016-11-01,100054,"Product I","HK","AS",2747
2016-08-01,100054,"Product I","HK","AS",2289
2015-11-01,100054,"Product I","HK","AS",2747
2018-08-01,100054,"Product I","HK","AS",2289
2018-10-01,100054,"Product I","HK","AS",7774
2018-09-01,100054,"Product I","HK","AS",3205
2018-04-01,100054,"Product I","HK","AS",2518
2018-01-01,100054,"Product I","HK","AS",5037
2017-10-01,100054,"Product I","HK","AS",5953
2017-04-01,100054,"Product I","HK","AS",1831
2016-04-01,100054,"Product I","HK","AS",2747
2016-03-01,100054,"Product I","HK","AS",3663
2017-12-01,100054,"Product I","HK","AS",457
2017-11-01,100054,"Product I","HK","AS",2289
2016-10-01,100054,"Product I","HK","AS",2747
2016-07-01,100054,"Product I","HK","AS",1144
2016-05-01,100054,"Product I","HK","AS",2060
2018-07-01,100054,"Product I","HK","AS",4121
2018-03-01,100054,"Product I","HK","AS",1373
2017-01-01,100054,"Product I","HK","AS",2050
2016-09-01,100054,"Product I","HK","AS",2747
2015-12-01,100054,"Product I","HK","AS",2976
2018-06-01,100054,"Product I","HK","AS",2747
2018-05-01,100054,"Product I","HK","AS",2747
2017-09-01,100054,"Product I","HK","AS",3663
2017-08-01,100054,"Product I","HK","AS",2289
2017-02-01,100054,"Product I","HK","AS",2289
2016-06-01,100054,"Product I","HK","AS",1373
2018-02-01,100054,"Product I","HK","AS",4579
2017-06-01,100054,"Product I","HK","AS",3663
2018-03-01,100055,"Product Q","HK","AS",3434
2017-08-01,100055,"Product Q","HK","AS",4211
2017-03-01,100055,"Product Q","HK","AS",0
2018-09-01,100055,"Product Q","HK","AS",6959
2018-04-01,100055,"Product Q","HK","AS",2289
2018-01-01,100055,"Product Q","HK","AS",4121
2017-07-01,100055,"Product Q","HK","AS",2976
2018-02-01,100055,"Product Q","HK","AS",915
2018-10-01,100055,"Product Q","HK","AS",5037
2018-08-01,100055,"Product Q","HK","AS",4579
2017-11-01,100055,"Product Q","HK","AS",1373
2017-10-01,100055,"Product Q","HK","AS",2747
2017-05-01,100055,"Product Q","HK","AS",2289
2017-02-01,100055,"Product Q","HK","AS",686
2018-07-01,100055,"Product Q","HK","AS",2976
2018-05-01,100055,"Product Q","HK","AS",3205
2017-12-01,100055,"Product Q","HK","AS",2289
2017-04-01,100055,"Product Q","HK","AS",457
2018-06-01,100055,"Product Q","HK","AS",2747
2017-09-01,100055,"Product Q","HK","AS",228
2017-06-01,100055,"Product Q","HK","AS",365
2018-05-01,100056,"Product N","HK","AS",1831
2018-03-01,100056,"Product N","HK","AS",1281
2017-06-01,100056,"Product N","HK","AS",639
2018-10-01,100056,"Product N","HK","AS",3434
2017-12-01,100056,"Product N","HK","AS",1144
2017-11-01,100056,"Product N","HK","AS",0
2017-07-01,100056,"Product N","HK","AS",2334
2017-04-01,100056,"Product N","HK","AS",181
2018-08-01,100056,"Product N","HK","AS",1602
2018-07-01,100056,"Product N","HK","AS",457
2017-05-01,100056,"Product N","HK","AS",457
2018-09-01,100056,"Product N","HK","AS",2747
2018-01-01,100056,"Product N","HK","AS",2289
2017-08-01,100056,"Product N","HK","AS",1831
2018-02-01,100056,"Product N","HK","AS",0
2017-03-01,100056,"Product N","HK","AS",0
2017-02-01,100056,"Product N","HK","AS",686
2018-06-01,100056,"Product N","HK","AS",1602
2018-04-01,100056,"Product N","HK","AS",1373
2017-10-01,100056,"Product N","HK","AS",915
2017-09-01,100056,"Product N","HK","AS",0
2018-04-01,100057,"Product H","HU","EU",457
2017-08-01,100057,"Product H","HU","EU",17
2017-07-01,100057,"Product H","HU","EU",1354
2016-07-01,100057,"Product H","HU","EU",457
2016-05-01,100057,"Product H","HU","EU",686
2018-10-01,100057,"Product H","HU","EU",457
2018-06-01,100057,"Product H","HU","EU",0
2016-09-01,100057,"Product H","HU","EU",915
2016-04-01,100057,"Product H","HU","EU",0
2018-09-01,100057,"Product H","HU","EU",1373
2018-08-01,100057,"Product H","HU","EU",686
2017-06-01,100057,"Product H","HU","EU",1144
2017-04-01,100057,"Product H","HU","EU",0
2016-11-01,100057,"Product H","HU","EU",686
2016-08-01,100057,"Product H","HU","EU",457
2017-03-01,100057,"Product H","HU","EU",686
2016-10-01,100057,"Product H","HU","EU",0
2016-03-01,100057,"Product H","HU","EU",686
2016-02-01,100057,"Product H","HU","EU",686
2018-01-01,100057,"Product H","HU","EU",0
2017-10-01,100057,"Product H","HU","EU",1373
2017-02-01,100057,"Product H","HU","EU",0
2016-12-01,100057,"Product H","HU","EU",1144
2015-12-01,100057,"Product H","HU","EU",0
2018-05-01,100057,"Product H","HU","EU",686
2018-02-01,100057,"Product H","HU","EU",1144
2017-05-01,100057,"Product H","HU","EU",686
2017-01-01,100057,"Product H","HU","EU",0
2017-09-01,100057,"Product H","HU","EU",1373
2018-07-01,100057,"Product H","HU","EU",0
2018-03-01,100057,"Product H","HU","EU",686
2017-12-01,100057,"Product H","HU","EU",1373
2017-11-01,100057,"Product H","HU","EU",915
2016-06-01,100057,"Product H","HU","EU",0
2016-01-01,100057,"Product H","HU","EU",686
2015-11-01,100057,"Product H","HU","EU",1602
2016-06-01,100058,"Product Z","IE","EU",8
2017-01-01,100058,"Product Z","IE","EU",36
2017-07-01,100058,"Product Z","IE","EU",94
2017-05-01,100058,"Product Z","IE","EU",126
2018-09-01,100058,"Product Z","IE","EU",68
2018-08-01,100058,"Product Z","IE","EU",113
2016-11-01,100058,"Product Z","IE","EU",0
2016-09-01,100058,"Product Z","IE","EU",4
2016-02-01,100058,"Product Z","IE","EU",0
2015-12-01,100058,"Product Z","IE","EU",0
2017-12-01,100058,"Product Z","IE","EU",81
2017-04-01,100058,"Product Z","IE","EU",68
2018-05-01,100058,"Product Z","IE","EU",81
2018-03-01,100058,"Product Z","IE","EU",81
2015-11-01,100058,"Product Z","IE","EU",0
2016-08-01,100058,"Product Z","IE","EU",0
2017-06-01,100058,"Product Z","IE","EU",85
2017-11-01,100058,"Product Z","IE","EU",100
2018-07-01,100058,"Product Z","IE","EU",126
2016-01-01,100058,"Product Z","IE","EU",0
