"Date","SKU","Product","Country","Region","Actuals"
2017-02-01,100058,"Product Z","IE","EU",62
2016-12-01,100058,"Product Z","IE","EU",4
2017-09-01,100058,"Product Z","IE","EU",89
2018-02-01,100058,"Product Z","IE","EU",77
2018-04-01,100058,"Product Z","IE","EU",117
2018-10-01,100058,"Product Z","IE","EU",94
2016-03-01,100058,"Product Z","IE","EU",0
2017-10-01,100058,"Product Z","IE","EU",81
2018-06-01,100058,"Product Z","IE","EU",113
2016-10-01,100058,"Product Z","IE","EU",0
2016-07-01,100058,"Product Z","IE","EU",0
2016-05-01,100058,"Product Z","IE","EU",0
2016-04-01,100058,"Product Z","IE","EU",0
2017-03-01,100058,"Product Z","IE","EU",85
2017-08-01,100058,"Product Z","IE","EU",104
2018-01-01,100058,"Product Z","IE","EU",85
2018-10-01,100059,"Product AA","IL","EU",0
2018-06-01,100059,"Product AA","IL","EU",0
2017-10-01,100059,"Product AA","IL","EU",0
2017-08-01,100059,"Product AA","IL","EU",0
2017-07-01,100059,"Product AA","IL","EU",0
2017-06-01,100059,"Product AA","IL","EU",0
2017-01-01,100059,"Product AA","IL","EU",0
2016-03-01,100059,"Product AA","IL","EU",2060
2017-11-01,100059,"Product AA","IL","EU",0
2016-11-01,100059,"Product AA","IL","EU",4579
2016-07-01,100059,"Product AA","IL","EU",1831
2018-07-01,100059,"Product AA","IL","EU",0
2018-03-01,100059,"Product AA","IL","EU",0
2017-12-01,100059,"Product AA","IL","EU",0
2017-04-01,100059,"Product AA","IL","EU",0
2017-03-01,100059,"Product AA","IL","EU",0
2016-12-01,100059,"Product AA","IL","EU",0
2016-05-01,100059,"Product AA","IL","EU",1831
2018-08-01,100059,"Product AA","IL","EU",0
2018-05-01,100059,"Product AA","IL","EU",0
2018-02-01,100059,"Product AA","IL","EU",0
2017-02-01,100059,"Product AA","IL","EU",0
2016-08-01,100059,"Product AA","IL","EU",2289
2016-04-01,100059,"Product AA","IL","EU",0
2016-02-01,100059,"Product AA","IL","EU",915
2018-09-01,100059,"Product AA","IL","EU",0
2017-09-01,100059,"Product AA","IL","EU",0
2016-01-01,100059,"Product AA","IL","EU",915
2018-04-01,100059,"Product AA","IL","EU",0
2017-05-01,100059,"Product AA","IL","EU",0
2016-10-01,100059,"Product AA","IL","EU",0
2018-01-01,100059,"Product AA","IL","EU",0
2016-09-01,100059,"Product AA","IL","EU",0
2016-06-01,100059,"Product AA","IL","EU",1831
2016-05-01,100006,"Product E","IT","EU",246
2018-01-01,100006,"Product E","IT","EU",498
2018-05-01,100006,"Product E","IT","EU",571
2015-11-01,100006,"Product E","IT","EU",21
2016-01-01,100006,"Product E","IT","EU",62
2016-04-01,100006,"Product E","IT","EU",53
2016-03-01,100006,"Product E","IT","EU",81
2016-02-01,100006,"Product E","IT","EU",49
2016-10-01,100006,"Product E","IT","EU",297
2016-06-01,100006,"Product E","IT","EU",201
2017-06-01,100006,"Product E","IT","EU",530
2017-04-01,100006,"Product E","IT","EU",297
2018-02-01,100006,"Product E","IT","EU",273
2017-10-01,100006,"Product E","IT","EU",498
2018-04-01,100006,"Product E","IT","EU",370
2016-08-01,100006,"Product E","IT","EU",237
2017-02-01,100006,"Product E","IT","EU",282
2017-08-01,100006,"Product E","IT","EU",306
2017-12-01,100006,"Product E","IT","EU",406
2018-07-01,100006,"Product E","IT","EU",723
2018-10-01,100006,"Product E","IT","EU",494
2016-11-01,100006,"Product E","IT","EU",329
2017-03-01,100006,"Product E","IT","EU",314
2018-03-01,100006,"Product E","IT","EU",370
2017-07-01,100006,"Product E","IT","EU",406
2017-05-01,100006,"Product E","IT","EU",286
2017-11-01,100006,"Product E","IT","EU",378
2018-08-01,100006,"Product E","IT","EU",246
2015-12-01,100006,"Product E","IT","EU",29
2017-01-01,100006,"Product E","IT","EU",374
2016-12-01,100006,"Product E","IT","EU",297
2016-07-01,100006,"Product E","IT","EU",250
2016-09-01,100006,"Product E","IT","EU",214
2017-09-01,100006,"Product E","IT","EU",378
2018-06-01,100006,"Product E","IT","EU",502
2018-09-01,100006,"Product E","IT","EU",398
2018-02-01,100060,"Product P","IT","EU",42419
2017-08-01,100060,"Product P","IT","EU",4986
2017-05-01,100060,"Product P","IT","EU",0
2017-04-01,100060,"Product P","IT","EU",0
2017-03-01,100060,"Product P","IT","EU",0
2017-07-01,100060,"Product P","IT","EU",7436
2017-10-01,100060,"Product P","IT","EU",16379
2018-05-01,100060,"Product P","IT","EU",63504
2017-09-01,100060,"Product P","IT","EU",10216
2018-01-01,100060,"Product P","IT","EU",37492
2018-10-01,100060,"Product P","IT","EU",68702
2018-04-01,100060,"Product P","IT","EU",43294
2018-09-01,100060,"Product P","IT","EU",54069
2018-07-01,100060,"Product P","IT","EU",87138
2018-06-01,100060,"Product P","IT","EU",60189
2017-06-01,100060,"Product P","IT","EU",5292
2017-12-01,100060,"Product P","IT","EU",21517
2017-11-01,100060,"Product P","IT","EU",27944
2018-03-01,100060,"Product P","IT","EU",54133
2018-08-01,100060,"Product P","IT","EU",44246
2017-06-01,100061,"Product T","IT","EU",65043
2018-06-01,100061,"Product T","IT","EU",14100
2018-05-01,100061,"Product T","IT","EU",11919
2018-04-01,100061,"Product T","IT","EU",18307
2017-07-01,100061,"Product T","IT","EU",66690
2018-01-01,100061,"Product T","IT","EU",38357
2017-05-01,100061,"Product T","IT","EU",77388
2018-09-01,100061,"Product T","IT","EU",8493
2016-12-01,100061,"Product T","IT","EU",68940
2016-06-01,100061,"Product T","IT","EU",91778
2018-08-01,100061,"Product T","IT","EU",5540
2016-03-01,100061,"Product T","IT","EU",0
2017-03-01,100061,"Product T","IT","EU",83855
2018-03-01,100061,"Product T","IT","EU",20203
2016-04-01,100061,"Product T","IT","EU",0
2016-11-01,100061,"Product T","IT","EU",78672
2016-09-01,100061,"Product T","IT","EU",97397
2016-08-01,100061,"Product T","IT","EU",53112
2016-07-01,100061,"Product T","IT","EU",91279
2017-08-01,100061,"Product T","IT","EU",36626
2018-02-01,100061,"Product T","IT","EU",21935
2017-02-01,100061,"Product T","IT","EU",75672
2016-10-01,100061,"Product T","IT","EU",81103
2017-11-01,100061,"Product T","IT","EU",34336
2016-02-01,100061,"Product T","IT","EU",0
2016-05-01,100061,"Product T","IT","EU",22320
2017-01-01,100061,"Product T","IT","EU",95501
2017-09-01,100061,"Product T","IT","EU",49870
2017-04-01,100061,"Product T","IT","EU",55603
2017-12-01,100061,"Product T","IT","EU",15761
2017-10-01,100061,"Product T","IT","EU",45070
2018-07-01,100061,"Product T","IT","EU",12369
2018-10-01,100061,"Product T","IT","EU",7537
2018-02-01,100062,"Product BB","IT","EU",21
2018-09-01,100062,"Product BB","IT","EU",104
2017-10-01,100062,"Product BB","IT","EU",8
2018-03-01,100062,"Product BB","IT","EU",44
2018-06-01,100062,"Product BB","IT","EU",44
2018-08-01,100062,"Product BB","IT","EU",89
2018-04-01,100062,"Product BB","IT","EU",17
2017-11-01,100062,"Product BB","IT","EU",8
2018-07-01,100062,"Product BB","IT","EU",29
2018-10-01,100062,"Product BB","IT","EU",89
2018-05-01,100062,"Product BB","IT","EU",68
2018-01-01,100062,"Product BB","IT","EU",12
2017-12-01,100062,"Product BB","IT","EU",8
2017-02-01,100063,"Product M","IT","EU",0
2017-03-01,100063,"Product M","IT","EU",8172
2017-08-01,100063,"Product M","IT","EU",19717
2017-05-01,100063,"Product M","IT","EU",17740
2018-01-01,100063,"Product M","IT","EU",53369
2017-12-01,100063,"Product M","IT","EU",26561
2017-06-01,100063,"Product M","IT","EU",17460
2018-07-01,100063,"Product M","IT","EU",64300
2018-06-01,100063,"Product M","IT","EU",44961
2017-07-01,100063,"Product M","IT","EU",28447
2018-02-01,100063,"Product M","IT","EU",38802
2017-01-01,100063,"Product M","IT","EU",0
2016-11-01,100063,"Product M","IT","EU",0
2017-09-01,100063,"Product M","IT","EU",26510
2017-04-01,100063,"Product M","IT","EU",5818
2018-05-01,100063,"Product M","IT","EU",42630
2018-09-01,100063,"Product M","IT","EU",45644
2018-10-01,100063,"Product M","IT","EU",41710
2016-12-01,100063,"Product M","IT","EU",0
2017-10-01,100063,"Product M","IT","EU",33058
2018-04-01,100063,"Product M","IT","EU",44700
2017-11-01,100063,"Product M","IT","EU",37702
2018-03-01,100063,"Product M","IT","EU",45475
2018-08-01,100063,"Product M","IT","EU",30713
2017-08-01,100064,"Product D","IT","EU",25
2017-03-01,100064,"Product D","IT","EU",62
2018-04-01,100064,"Product D","IT","EU",4
2018-01-01,100064,"Product D","IT","EU",29
2017-12-01,100064,"Product D","IT","EU",29
2017-10-01,100064,"Product D","IT","EU",44
2016-11-01,100064,"Product D","IT","EU",68
2017-06-01,100064,"Product D","IT","EU",57
2018-08-01,100064,"Product D","IT","EU",0
2017-11-01,100064,"Product D","IT","EU",36
2017-02-01,100064,"Product D","IT","EU",53
2016-09-01,100064,"Product D","IT","EU",77
2016-08-01,100064,"Product D","IT","EU",12
2018-09-01,100064,"Product D","IT","EU",0
2018-02-01,100064,"Product D","IT","EU",4
2016-12-01,100064,"Product D","IT","EU",53
2016-07-01,100064,"Product D","IT","EU",77
2018-05-01,100064,"Product D","IT","EU",4
2018-03-01,100064,"Product D","IT","EU",4
2017-04-01,100064,"Product D","IT","EU",77
2016-10-01,100064,"Product D","IT","EU",36
2016-06-01,100064,"Product D","IT","EU",68
2018-07-01,100064,"Product D","IT","EU",4
2018-06-01,100064,"Product D","IT","EU",4
2017-09-01,100064,"Product D","IT","EU",77
2017-07-01,100064,"Product D","IT","EU",89
2017-05-01,100064,"Product D","IT","EU",68
2017-01-01,100064,"Product D","IT","EU",68
2018-10-01,100064,"Product D","IT","EU",0
2016-02-01,100065,"Product Y","IT","EU",0
2018-04-01,100065,"Product Y","IT","EU",0
2018-02-01,100065,"Product Y","IT","EU",0
2017-12-01,100065,"Product Y","IT","EU",0
2017-10-01,100065,"Product Y","IT","EU",0
2015-11-01,100065,"Product Y","IT","EU",0
2016-05-01,100065,"Product Y","IT","EU",0
2016-04-01,100065,"Product Y","IT","EU",4
2017-05-01,100065,"Product Y","IT","EU",0
2016-12-01,100065,"Product Y","IT","EU",0
2018-06-01,100065,"Product Y","IT","EU",0
2016-01-01,100065,"Product Y","IT","EU",0
2016-07-01,100065,"Product Y","IT","EU",0
2017-09-01,100065,"Product Y","IT","EU",0
2017-07-01,100065,"Product Y","IT","EU",0
2017-01-01,100065,"Product Y","IT","EU",0
2017-11-01,100065,"Product Y","IT","EU",0
2016-03-01,100065,"Product Y","IT","EU",109
2017-08-01,100065,"Product Y","IT","EU",0
2017-04-01,100065,"Product Y","IT","EU",0
2018-08-01,100065,"Product Y","IT","EU",0
2018-01-01,100065,"Product Y","IT","EU",0
2018-10-01,100065,"Product Y","IT","EU",0
2016-09-01,100065,"Product Y","IT","EU",0
2016-08-01,100065,"Product Y","IT","EU",0
2017-06-01,100065,"Product Y","IT","EU",0
2017-03-01,100065,"Product Y","IT","EU",8
2016-10-01,100065,"Product Y","IT","EU",53
2016-11-01,100065,"Product Y","IT","EU",0
2018-09-01,100065,"Product Y","IT","EU",0
2018-05-01,100065,"Product Y","IT","EU",0
2018-07-01,100065,"Product Y","IT","EU",0
2015-12-01,100065,"Product Y","IT","EU",0
2016-06-01,100065,"Product Y","IT","EU",0
2017-02-01,100065,"Product Y","IT","EU",228
2018-03-01,100065,"Product Y","IT","EU",0
2018-07-01,100066,"Product A","IT","EU",0
2017-12-01,100066,"Product A","IT","EU",25
2018-02-01,100066,"Product A","IT","EU",12
2018-06-01,100066,"Product A","IT","EU",25
2018-04-01,100066,"Product A","IT","EU",0
2017-11-01,100066,"Product A","IT","EU",8
2017-10-01,100066,"Product A","IT","EU",4
2017-09-01,100066,"Product A","IT","EU",0
2017-01-01,100066,"Product A","IT","EU",25
2016-07-01,100066,"Product A","IT","EU",40
2018-03-01,100066,"Product A","IT","EU",12
2018-01-01,100066,"Product A","IT","EU",17
2018-10-01,100066,"Product A","IT","EU",0
2016-09-01,100066,"Product A","IT","EU",44
2017-06-01,100066,"Product A","IT","EU",57
2016-12-01,100066,"Product A","IT","EU",25
2017-07-01,100066,"Product A","IT","EU",8
2017-03-01,100066,"Product A","IT","EU",36
2017-02-01,100066,"Product A","IT","EU",25
2016-06-01,100066,"Product A","IT","EU",40
2018-09-01,100066,"Product A","IT","EU",8
2018-05-01,100066,"Product A","IT","EU",0
2017-05-01,100066,"Product A","IT","EU",25
2018-08-01,100066,"Product A","IT","EU",0
2017-08-01,100066,"Product A","IT","EU",44
2017-04-01,100066,"Product A","IT","EU",25
2016-11-01,100066,"Product A","IT","EU",29
2016-10-01,100066,"Product A","IT","EU",12
2017-03-01,100067,"Product J","IT","EU",329
2018-09-01,100067,"Product J","IT","EU",0
2018-06-01,100067,"Product J","IT","EU",0
2018-04-01,100067,"Product J","IT","EU",0
2018-02-01,100067,"Product J","IT","EU",0
2017-08-01,100067,"Product J","IT","EU",0
2017-07-01,100067,"Product J","IT","EU",0
2017-01-01,100067,"Product J","IT","EU",53
2018-07-01,100067,"Product J","IT","EU",0
2017-02-01,100067,"Product J","IT","EU",109
2017-05-01,100067,"Product J","IT","EU",72
2017-09-01,100067,"Product J","IT","EU",0
2017-06-01,100067,"Product J","IT","EU",0
2018-05-01,100067,"Product J","IT","EU",0
2017-11-01,100067,"Product J","IT","EU",0
2017-04-01,100067,"Product J","IT","EU",286
2018-01-01,100067,"Product J","IT","EU",0
2018-10-01,100067,"Product J","IT","EU",0
2018-08-01,100067,"Product J","IT","EU",0
2018-03-01,100067,"Product J","IT","EU",0
2017-12-01,100067,"Product J","IT","EU",0
2017-10-01,100067,"Product J","IT","EU",0
2017-12-01,100068,"Product BB","JP","AS",12281
2018-03-01,100068,"Product BB","JP","AS",121774
2018-02-01,100068,"Product BB","JP","AS",22581
2017-11-01,100068,"Product BB","JP","AS",8613
2017-03-01,100068,"Product BB","JP","AS",1262
2017-10-01,100068,"Product BB","JP","AS",8014
2017-08-01,100068,"Product BB","JP","AS",5925
2018-05-01,100068,"Product BB","JP","AS",79890
2018-04-01,100068,"Product BB","JP","AS",129647
2017-04-01,100068,"Product BB","JP","AS",2728
2017-05-01,100068,"Product BB","JP","AS",2535
2017-09-01,100068,"Product BB","JP","AS",5379
2017-06-01,100068,"Product BB","JP","AS",3479
2017-02-01,100068,"Product BB","JP","AS",3062
2018-10-01,100068,"Product BB","JP","AS",151268
2018-08-01,100068,"Product BB","JP","AS",124042
2018-01-01,100068,"Product BB","JP","AS",6749
2017-07-01,100068,"Product BB","JP","AS",4083
2018-09-01,100068,"Product BB","JP","AS",114900
2018-07-01,100068,"Product BB","JP","AS",117466
2018-06-01,100068,"Product BB","JP","AS",81662
2018-07-01,100069,"Product AA","JP","AS",17
2018-05-01,100069,"Product AA","JP","AS",282
2018-02-01,100069,"Product AA","JP","AS",487
2017-09-01,100069,"Product AA","JP","AS",11936
2017-07-01,100069,"Product AA","JP","AS",16114
2017-02-01,100069,"Product AA","JP","AS",15664
2018-10-01,100069,"Product AA","JP","AS",72
2018-01-01,100069,"Product AA","JP","AS",1821
2017-06-01,100069,"Product AA","JP","AS",15378
2017-08-01,100069,"Product AA","JP","AS",17496
2018-04-01,100069,"Product AA","JP","AS",1789
2017-03-01,100069,"Product AA","JP","AS",20034
2018-09-01,100069,"Product AA","JP","AS",25
2017-05-01,100069,"Product AA","JP","AS",16246
2017-12-01,100069,"Product AA","JP","AS",9433
2017-11-01,100069,"Product AA","JP","AS",10124
2017-04-01,100069,"Product AA","JP","AS",20777
2017-01-01,100069,"Product AA","JP","AS",0
2018-08-01,100069,"Product AA","JP","AS",0
2018-06-01,100069,"Product AA","JP","AS",0
2018-03-01,100069,"Product AA","JP","AS",686
2017-10-01,100069,"Product AA","JP","AS",13402
2018-07-01,100070,"Product M","KR","AS",30218
2018-01-01,100070,"Product M","KR","AS",17402
2017-08-01,100070,"Product M","KR","AS",18776
2017-03-01,100070,"Product M","KR","AS",0
2018-03-01,100070,"Product M","KR","AS",9159
2017-05-01,100070,"Product M","KR","AS",9657
2018-09-01,100070,"Product M","KR","AS",27477
2018-06-01,100070,"Product M","KR","AS",24248
2017-10-01,100070,"Product M","KR","AS",10729
2017-12-01,100070,"Product M","KR","AS",18183
2018-10-01,100070,"Product M","KR","AS",20608
2018-04-01,100070,"Product M","KR","AS",22898
2018-02-01,100070,"Product M","KR","AS",30225
2017-07-01,100070,"Product M","KR","AS",22288
2017-06-01,100070,"Product M","KR","AS",4579
2018-05-01,100070,"Product M","KR","AS",32057
2017-02-01,100070,"Product M","KR","AS",9120
2018-08-01,100070,"Product M","KR","AS",19889
2017-11-01,100070,"Product M","KR","AS",18239
2017-09-01,100070,"Product M","KR","AS",19818
2017-04-01,100070,"Product M","KR","AS",13659
2018-02-01,100071,"Product Q","KR","AS",2289
2018-07-01,100071,"Product Q","KR","AS",4029
2017-12-01,100071,"Product Q","KR","AS",2518
2018-04-01,100071,"Product Q","KR","AS",3663
2017-11-01,100071,"Product Q","KR","AS",1515
2017-07-01,100071,"Product Q","KR","AS",1602
2018-01-01,100071,"Product Q","KR","AS",4579
2017-08-01,100071,"Product Q","KR","AS",0
2018-09-01,100071,"Product Q","KR","AS",5067
2018-06-01,100071,"Product Q","KR","AS",3103
2018-10-01,100071,"Product Q","KR","AS",3663
2018-03-01,100071,"Product Q","KR","AS",686
2017-10-01,100071,"Product Q","KR","AS",686
2018-08-01,100071,"Product Q","KR","AS",2110
2017-06-01,100071,"Product Q","KR","AS",0
2018-05-01,100071,"Product Q","KR","AS",3287
2017-09-01,100071,"Product Q","KR","AS",813
2017-05-01,100071,"Product Q","KR","AS",1294
2016-03-01,100072,"Product O","LU","EU",36
2016-10-01,100072,"Product O","LU","EU",81
2016-05-01,100072,"Product O","LU","EU",291
2015-11-01,100072,"Product O","LU","EU",109
2018-10-01,100072,"Product O","LU","EU",0
2018-06-01,100072,"Product O","LU","EU",0
2018-04-01,100072,"Product O","LU","EU",0
2018-01-01,100072,"Product O","LU","EU",104
2017-12-01,100072,"Product O","LU","EU",25
2017-10-01,100072,"Product O","LU","EU",0
2017-09-01,100072,"Product O","LU","EU",0
2017-01-01,100072,"Product O","LU","EU",0
2016-09-01,100072,"Product O","LU","EU",0
2016-07-01,100072,"Product O","LU","EU",0
2017-06-01,100072,"Product O","LU","EU",0
2017-05-01,100072,"Product O","LU","EU",0
2016-08-01,100072,"Product O","LU","EU",0
2016-11-01,100072,"Product O","LU","EU",0
2017-07-01,100072,"Product O","LU","EU",0
2017-03-01,100072,"Product O","LU","EU",0
2017-02-01,100072,"Product O","LU","EU",0
2016-12-01,100072,"Product O","LU","EU",0
2016-04-01,100072,"Product O","LU","EU",121
2018-09-01,100072,"Product O","LU","EU",8
2018-08-01,100072,"Product O","LU","EU",44
2018-05-01,100072,"Product O","LU","EU",0
2017-11-01,100072,"Product O","LU","EU",68
2018-07-01,100072,"Product O","LU","EU",0
2018-02-01,100072,"Product O","LU","EU",49
2017-08-01,100072,"Product O","LU","EU",0
2016-06-01,100072,"Product O","LU","EU",0
2015-12-01,100072,"Product O","LU","EU",12
2018-03-01,100072,"Product O","LU","EU",49
2017-04-01,100072,"Product O","LU","EU",57
2015-11-01,100073,"Product A","LU","EU",0
2018-09-01,100073,"Product A","LU","EU",40
2017-11-01,100073,"Product A","LU","EU",0
2017-07-01,100073,"Product A","LU","EU",0
2017-03-01,100073,"Product A","LU","EU",0
2016-02-01,100073,"Product A","LU","EU",36
2016-08-01,100073,"Product A","LU","EU",0
2018-08-01,100073,"Product A","LU","EU",0
2018-06-01,100073,"Product A","LU","EU",0
2018-04-01,100073,"Product A","LU","EU",0
2017-09-01,100073,"Product A","LU","EU",57
2016-09-01,100073,"Product A","LU","EU",0
2018-05-01,100073,"Product A","LU","EU",0
2018-02-01,100073,"Product A","LU","EU",0
2017-08-01,100073,"Product A","LU","EU",0
2017-05-01,100073,"Product A","LU","EU",0
2017-02-01,100073,"Product A","LU","EU",0
2017-01-01,100073,"Product A","LU","EU",17
2016-03-01,100073,"Product A","LU","EU",17
2016-07-01,100073,"Product A","LU","EU",0
2016-06-01,100073,"Product A","LU","EU",0
2018-07-01,100073,"Product A","LU","EU",57
2018-03-01,100073,"Product A","LU","EU",177
2017-10-01,100073,"Product A","LU","EU",0
2017-06-01,100073,"Product A","LU","EU",0
2016-12-01,100073,"Product A","LU","EU",17
2018-01-01,100073,"Product A","LU","EU",62
2017-12-01,100073,"Product A","LU","EU",0
2017-04-01,100073,"Product A","LU","EU",0
2016-05-01,100073,"Product A","LU","EU",0
2015-12-01,100073,"Product A","LU","EU",8
2016-04-01,100073,"Product A","LU","EU",250
2018-10-01,100073,"Product A","LU","EU",0
2016-11-01,100073,"Product A","LU","EU",0
2016-10-01,100073,"Product A","LU","EU",0
2017-08-01,100074,"Product Q","LU","EU",100
2017-05-01,100074,"Product Q","LU","EU",89
2018-10-01,100074,"Product Q","LU","EU",85
2018-03-01,100074,"Product Q","LU","EU",85
2017-09-01,100074,"Product Q","LU","EU",25
2018-08-01,100074,"Product Q","LU","EU",49
2018-06-01,100074,"Product Q","LU","EU",104
2016-12-01,100074,"Product Q","LU","EU",36
2017-01-01,100074,"Product Q","LU","EU",53
2016-10-01,100074,"Product Q","LU","EU",0
2016-09-01,100074,"Product Q","LU","EU",72
2018-05-01,100074,"Product Q","LU","EU",53
2018-02-01,100074,"Product Q","LU","EU",62
2017-12-01,100074,"Product Q","LU","EU",72
2017-11-01,100074,"Product Q","LU","EU",25
2017-10-01,100074,"Product Q","LU","EU",94
2017-02-01,100074,"Product Q","LU","EU",94
2016-11-01,100074,"Product Q","LU","EU",21
2018-01-01,100074,"Product Q","LU","EU",77
2017-03-01,100074,"Product Q","LU","EU",0
2018-09-01,100074,"Product Q","LU","EU",81
2017-06-01,100074,"Product Q","LU","EU",17
2017-04-01,100074,"Product Q","LU","EU",53
2018-04-01,100074,"Product Q","LU","EU",72
2017-07-01,100074,"Product Q","LU","EU",49
2018-07-01,100074,"Product Q","LU","EU",77
2016-11-01,100075,"Product F","NL","EU",190
2016-09-01,100075,"Product F","NL","EU",246
2018-05-01,100075,"Product F","NL","EU",250
2018-10-01,100075,"Product F","NL","EU",145
2016-03-01,100075,"Product F","NL","EU",430
2015-12-01,100075,"Product F","NL","EU",475
2017-12-01,100075,"Product F","NL","EU",301
2017-01-01,100075,"Product F","NL","EU",141
2015-11-01,100075,"Product F","NL","EU",575
2016-07-01,100075,"Product F","NL","EU",346
2018-01-01,100075,"Product F","NL","EU",415
2017-08-01,100075,"Product F","NL","EU",237
2017-06-01,100075,"Product F","NL","EU",265
2016-05-01,100075,"Product F","NL","EU",410
2018-03-01,100075,"Product F","NL","EU",447
2017-07-01,100075,"Product F","NL","EU",158
2017-02-01,100075,"Product F","NL","EU",109
2018-06-01,100075,"Product F","NL","EU",196
2016-01-01,100075,"Product F","NL","EU",457
2016-10-01,100075,"Product F","NL","EU",233
2018-09-01,100075,"Product F","NL","EU",126
2017-11-01,100075,"Product F","NL","EU",378
2017-10-01,100075,"Product F","NL","EU",205
2017-09-01,100075,"Product F","NL","EU",291
2017-04-01,100075,"Product F","NL","EU",154
2016-06-01,100075,"Product F","NL","EU",470
2016-04-01,100075,"Product F","NL","EU",402
2018-02-01,100075,"Product F","NL","EU",558
2017-03-01,100075,"Product F","NL","EU",306
2018-08-01,100075,"Product F","NL","EU",282
2018-07-01,100075,"Product F","NL","EU",158
2016-12-01,100075,"Product F","NL","EU",196
2018-04-01,100075,"Product F","NL","EU",282
2016-02-01,100075,"Product F","NL","EU",466
2016-08-01,100075,"Product F","NL","EU",398
2017-05-01,100075,"Product F","NL","EU",273
2016-04-01,100076,"Product AA","NL","EU",0
2017-02-01,100076,"Product AA","NL","EU",0
2018-08-01,100076,"Product AA","NL","EU",0
2017-12-01,100076,"Product AA","NL","EU",0
2017-04-01,100076,"Product AA","NL","EU",0
2016-10-01,100076,"Product AA","NL","EU",0
2015-12-01,100076,"Product AA","NL","EU",4
2016-08-01,100076,"Product AA","NL","EU",0
2018-01-01,100076,"Product AA","NL","EU",0
2017-10-01,100076,"Product AA","NL","EU",0
2017-08-01,100076,"Product AA","NL","EU",0
2017-01-01,100076,"Product AA","NL","EU",218
2016-03-01,100076,"Product AA","NL","EU",355
2016-06-01,100076,"Product AA","NL","EU",0
2018-06-01,100076,"Product AA","NL","EU",0
2018-02-01,100076,"Product AA","NL","EU",21
2017-11-01,100076,"Product AA","NL","EU",0
2017-09-01,100076,"Product AA","NL","EU",4
2017-06-01,100076,"Product AA","NL","EU",145
2017-05-01,100076,"Product AA","NL","EU",0
2018-05-01,100076,"Product AA","NL","EU",0
2018-03-01,100076,"Product AA","NL","EU",0
2017-07-01,100076,"Product AA","NL","EU",0
2017-03-01,100076,"Product AA","NL","EU",0
2016-11-01,100076,"Product AA","NL","EU",0
2016-05-01,100076,"Product AA","NL","EU",0
2018-09-01,100076,"Product AA","NL","EU",0
2016-09-01,100076,"Product AA","NL","EU",0
2016-07-01,100076,"Product AA","NL","EU",0
2015-11-01,100076,"Product AA","NL","EU",4
2018-10-01,100076,"Product AA","NL","EU",21
2018-07-01,100076,"Product AA","NL","EU",0
2018-04-01,100076,"Product AA","NL","EU",0
2016-12-01,100076,"Product AA","NL","EU",0
2015-11-01,100077,"Product E","NL","EU",0
2018-02-01,100077,"Product E","NL","EU",0
2016-01-01,100077,"Product E","NL","EU",12
2017-05-01,100077,"Product E","NL","EU",21
2017-03-01,100077,"Product E","NL","EU",17
2018-05-01,100077,"Product E","NL","EU",8
2018-01-01,100077,"Product E","NL","EU",0
2016-05-01,100077,"Product E","NL","EU",12
2016-02-01,100077,"Product E","NL","EU",21
2017-08-01,100077,"Product E","NL","EU",8
2018-03-01,100077,"Product E","NL","EU",0
2017-06-01,100077,"Product E","NL","EU",4
2017-02-01,100077,"Product E","NL","EU",8
2018-09-01,100077,"Product E","NL","EU",0
2018-07-01,100077,"Product E","NL","EU",4
2015-12-01,100077,"Product E","NL","EU",8
2016-10-01,100077,"Product E","NL","EU",8
2016-08-01,100077,"Product E","NL","EU",8
2017-09-01,100077,"Product E","NL","EU",17
2016-11-01,100077,"Product E","NL","EU",8
2017-04-01,100077,"Product E","NL","EU",17
2016-04-01,100077,"Product E","NL","EU",4
2016-06-01,100077,"Product E","NL","EU",12
2017-07-01,100077,"Product E","NL","EU",17
2016-09-01,100077,"Product E","NL","EU",12
2016-07-01,100077,"Product E","NL","EU",4
2016-03-01,100077,"Product E","NL","EU",8
2017-01-01,100077,"Product E","NL","EU",4
2018-08-01,100077,"Product E","NL","EU",4
2017-10-01,100077,"Product E","NL","EU",25
2018-10-01,100077,"Product E","NL","EU",4
2018-04-01,100077,"Product E","NL","EU",12
2016-12-01,100077,"Product E","NL","EU",12
2018-06-01,100077,"Product E","NL","EU",0
2017-12-01,100077,"Product E","NL","EU",0
2017-11-01,100077,"Product E","NL","EU",12
2017-09-01,100075,"Product F","NL","EU",0
2017-10-01,100075,"Product F","NL","EU",8
2017-04-01,100075,"Product F","NL","EU",44
2016-07-01,100075,"Product F","NL","EU",0
2017-06-01,100075,"Product F","NL","EU",0
2016-12-01,100075,"Product F","NL","EU",0
2016-10-01,100075,"Product F","NL","EU",0
2018-05-01,100075,"Product F","NL","EU",12
2018-04-01,100075,"Product F","NL","EU",0
2017-12-01,100075,"Product F","NL","EU",8
2018-02-01,100075,"Product F","NL","EU",12
2017-08-01,100075,"Product F","NL","EU",0
2017-07-01,100075,"Product F","NL","EU",0
2017-03-01,100075,"Product F","NL","EU",0
2018-09-01,100075,"Product F","NL","EU",12
2018-10-01,100075,"Product F","NL","EU",17
2016-03-01,100075,"Product F","NL","EU",0
2018-08-01,100075,"Product F","NL","EU",0
